ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),,,,GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms 
-0.045491,-0.023943,9.885961,,,,0.000812,0.000957,0.001303,-19.92,-12.9,-48.9,122.8991,0.0838,0.2414,40772
-0.035914,-0.011971,9.905115,,,,0.002645,0.004012,0.002525,-20.1,-12.42,-48.84,122.8991,0.0838,0.2414,40782
-0.047885,-0.026337,9.900327,,,,0.000812,0.001568,0.003746,-20.1,-12.42,-48.84,122.8991,0.0838,0.2414,40791
-0.040703,-0.019154,9.90272,,,,-0.000409,0.000346,0.000692,-19.68,-12.78,-49.14,122.8978,0.0837,0.2424,40801
-0.055068,-0.019154,9.890749,,,,0.000812,-0.000265,-0.00053,-19.68,-12.78,-49.14,122.8978,0.0837,0.2424,40812
-0.055068,-0.019154,9.890749,,,,0.000812,-0.000265,-0.00053,-19.14,-13.02,-48.9,122.8978,0.0837,0.2424,40821
-0.026337,-0.026337,9.893144,,,,0.002645,-0.000875,-0.00053,-19.14,-13.02,-48.9,122.8978,0.0837,0.2424,40831
-0.047885,0,9.897932,,,,-0.000409,-0.002708,0.001914,-19.56,-12.9,-48.6,122.8977,0.0833,0.2419,40842
-0.043097,-0.014366,9.885961,,,,-0.000409,-0.000265,8.1E-05,-19.56,-12.9,-48.6,122.8977,0.0833,0.2419,40852
-0.045491,-0.021548,9.873989,,,,-0.00102,0.002179,-0.00053,-19.98,-12.66,-48.72,122.8977,0.0833,0.2419,40862
-0.045491,-0.021548,9.873989,,,,-0.00102,-0.000265,0.001303,-19.98,-12.66,-48.72,122.8977,0.0833,0.2419,40871
-0.028731,-0.023943,9.890749,,,,-0.001631,0.000346,-0.002362,-19.8,-13.2,-48.72,122.9102,0.0883,0.2381,40881
-0.026337,-0.035914,9.914692,,,,0.000202,0.000346,-0.00114,-19.8,-13.2,-48.72,122.9102,0.0883,0.2381,40891
-0.040703,-0.019154,9.895537,,,,0.000202,-0.001486,-0.00053,-19.5,-13.02,-48.66,122.9102,0.0883,0.2381,40902
-0.040703,-0.019154,9.895537,,,,-0.001631,0.000957,0.001914,-19.5,-13.02,-48.66,122.9102,0.0883,0.2381,40911
-0.040703,0.002394,9.888355,,,,0.000202,0.000346,0.001303,-19.5,-13.08,-49.02,124.2533,0.0913,0.2401,40922
-0.038308,-0.009577,9.895537,,,,0.000812,0.000346,0.000692,-19.5,-13.08,-49.02,124.2533,0.0913,0.2401,40932
-0.043097,-0.019154,9.900327,,,,-0.002242,-0.000875,-0.00053,-19.92,-13.32,-49.44,124.2533,0.0913,0.2401,40942
-0.031126,-0.01676,9.897932,,,,0.001423,-0.000265,0.001303,-19.92,-13.32,-49.44,124.2533,0.0913,0.2401,40952
-0.031126,-0.01676,9.897932,,,,0.000202,-0.000265,0.004357,-19.98,-12.78,-49.74,122.9106,0.0909,0.2399,40962
-0.047885,-0.019154,9.893144,,,,0.002034,-0.000265,-0.00053,-19.98,-12.78,-49.74,122.9106,0.0909,0.2399,40972
-0.021548,-0.004789,9.900327,,,,-0.001631,-0.000875,-0.00114,-19.44,-12.66,-49.56,122.9106,0.0909,0.2399,40982
-0.03352,-0.007183,9.900327,,,,-0.002242,-0.001486,-0.00114,-19.44,-12.66,-49.56,122.9106,0.0909,0.2399,40991
-0.035914,-0.019154,9.900327,,,,-0.001631,-0.001486,0.001303,-19.32,-12.9,-48.66,124.247,0.0869,0.239,41002
-0.035914,-0.019154,9.900327,,,,-0.00102,0.000346,0.001914,-19.32,-12.9,-48.66,124.247,0.0869,0.239,41012
-0.055068,-0.021548,9.909904,,,,0.000202,-0.000265,0.003136,-20.22,-12.96,-48.18,124.247,0.0869,0.239,41021
-0.03352,-0.026337,9.905115,,,,-0.00102,0.000346,0.003136,-20.1,-12.96,-48,124.247,0.0869,0.239,41031
-0.028731,-0.031126,9.895537,,,,0.000812,0.000957,-0.002362,-20.1,-12.96,-48,124.247,0.0869,0.239,41042
-0.028731,-0.031126,9.895537,,,,-0.000409,-0.001486,-0.00114,-20.04,-13.32,-48.9,122.9103,0.0874,0.2367,41052
-0.043097,-0.019154,9.885961,,,,0.000812,0.000957,8.1E-05,-20.04,-13.32,-48.9,122.9103,0.0874,0.2367,41061
-0.031126,-0.009577,9.909904,,,,0.000812,0.000957,8.1E-05,-20.28,-13.26,-49.86,122.9103,0.0874,0.2367,41071
-0.047885,-0.009577,9.883567,,,,0.002645,0.001568,0.001303,-20.28,-13.26,-49.86,122.9103,0.0874,0.2367,41082
-0.047885,-0.009577,9.883567,,,,0.002645,0.001568,0.001303,-19.86,-13.2,-49.5,122.9168,0.0908,0.2361,41091
-0.021548,-0.01676,9.888355,,,,-0.00102,-0.000875,-0.004195,-19.74,-12.96,-49.5,122.9168,0.0908,0.2361,41102
-0.021548,-0.01676,9.888355,,,,0.000202,-0.001486,-0.00114,-19.74,-12.96,-49.5,122.9168,0.0908,0.2361,41111
-0.031126,-0.014366,9.897932,,,,0.000812,-0.000265,0.000692,-19.8,-13.26,-49.44,122.9168,0.0908,0.2361,41122
-0.043097,-0.023943,9.866806,,,,0.000202,0.000346,8.1E-05,-19.8,-13.26,-49.44,122.9168,0.0908,0.2361,41131
-0.045491,-0.01676,9.878778,,,,0.000202,-0.000265,0.000692,-20.04,-13.32,-49.2,122.9263,0.0913,0.2283,41142
-0.047885,-0.004789,9.895537,,,,0.000202,-0.000875,0.002525,-20.04,-13.32,-49.2,122.9263,0.0913,0.2283,41151
-0.047885,-0.004789,9.895537,,,,0.002034,0.00279,0.002525,-20.22,-13.08,-48.72,122.9263,0.0913,0.2283,41162
-0.031126,-0.01676,9.900327,,,,-0.00102,-0.000265,-0.00114,-20.22,-13.08,-48.72,122.9263,0.0913,0.2283,41172
-0.040703,-0.014366,9.888355,,,,0.000812,0.000346,-0.00114,-19.86,-12.84,-48.54,122.9364,0.0952,0.2251,41181
-0.059857,-0.007183,9.897932,,,,-0.000409,-0.001486,0.000692,-19.86,-12.84,-48.54,122.9364,0.0952,0.2251,41191
-0.040703,-0.009577,9.912297,,,,0.000202,0.000957,0.001914,-19.98,-12.42,-49.02,122.9364,0.0952,0.2251,41201
-0.040703,-0.009577,9.912297,,,,0.000202,0.000957,0.001914,-19.98,-12.42,-49.02,122.9364,0.0952,0.2251,41212
-0.052674,-0.026337,9.893144,,,,0.000202,-0.000875,-0.002362,-20.1,-12.54,-49.62,122.938,0.0979,0.2263,41222
-0.047885,-0.019154,9.888355,,,,0.000812,0.000957,8.1E-05,-20.1,-12.54,-49.62,122.938,0.0979,0.2263,41231
-0.045491,-0.009577,9.90272,,,,0.002034,0.001568,0.001303,-19.56,-12.6,-49.8,122.938,0.0979,0.2263,41242
-0.045491,-0.009577,9.90272,,,,-0.000409,0.00279,0.002525,-19.44,-12.66,-49.38,122.938,0.0979,0.2263,41251
-0.047885,-0.011971,9.883567,,,,0.000202,0.001568,8.1E-05,-19.44,-12.66,-49.38,122.938,0.0979,0.2263,41262
-0.040703,-0.028731,9.893144,,,,0.004478,0.003401,0.002525,-19.92,-13.26,-49.98,122.9321,0.0969,0.23,41272
-0.040703,-0.028731,9.893144,,,,-0.000409,-0.003319,0.001914,-19.92,-13.26,-49.98,122.9321,0.0969,0.23,41281
-0.035914,-0.028731,9.912297,,,,-0.000409,0.003401,0.001303,-19.8,-13.26,-49.56,122.9321,0.0969,0.23,41291
-0.035914,-0.002394,9.895537,,,,0.003256,0.003401,-0.00053,-19.8,-13.26,-49.56,122.9321,0.0969,0.23,41302
-0.031126,-0.004789,9.878778,,,,-0.000409,0.000346,-0.002362,-19.62,-13.44,-48.78,122.9292,0.0953,0.2318,41312
-0.052674,-0.004789,9.90272,,,,0.000202,0.000957,0.000692,-19.62,-13.44,-48.78,122.9292,0.0953,0.2318,41322
-0.052674,-0.004789,9.90272,,,,0.000202,0.000957,0.000692,-19.86,-13.26,-48.36,122.9292,0.0953,0.2318,41332
-0.035914,-0.011971,9.883567,,,,0.000202,-0.001486,0.003136,-19.86,-13.26,-48.36,122.9292,0.0953,0.2318,41341
-0.045491,-0.040703,9.893144,,,,0.000812,-0.002097,-0.00053,-19.68,-12.96,-48.36,122.9216,0.0924,0.2361,41352
-0.05028,-0.021548,9.883567,,,,0.000812,0.000346,-0.00053,-19.68,-12.96,-48.36,122.9216,0.0924,0.2361,41362
-0.045491,-0.009577,9.885961,,,,-0.000409,0.000346,0.000692,-19.8,-13.14,-49.2,122.9216,0.0924,0.2361,41372
-0.045491,-0.009577,9.885961,,,,-0.001631,0.000346,-0.003584,-19.8,-13.14,-49.2,122.9216,0.0924,0.2361,41382
-0.038308,-0.014366,9.881172,,,,0.003256,0.00279,0.002525,-19.92,-13.68,-49.08,124.8733,0.0919,0.2352,41391
-0.043097,-0.014366,9.905115,,,,-0.002242,-0.000265,8.1E-05,-19.92,-13.68,-49.08,124.8733,0.0919,0.2352,41402
-0.047885,-0.023943,9.885961,,,,-0.004074,-0.001486,-0.003584,-19.56,-13.2,-48.06,124.8733,0.0919,0.2352,41411
-0.047885,-0.023943,9.885961,,,,-0.001631,-0.002708,0.001914,-19.56,-13.2,-48.06,124.8733,0.0919,0.2352,41421
-0.040703,-0.019154,9.883567,,,,0.004478,0.004622,8.1E-05,-19.08,-12.72,-48.18,124.2604,0.0911,0.2359,41432
-0.038308,-0.021548,9.895537,,,,0.002034,-0.001486,-0.00114,-19.08,-12.72,-48.18,124.2604,0.0911,0.2359,41441
-0.055068,-0.028731,9.876384,,,,0.002034,-0.001486,-0.00114,-19.02,-12.6,-49.32,124.2604,0.0911,0.2359,41452
-0.055068,-0.028731,9.876384,,,,0.001423,0.000957,-0.002362,-19.02,-12.6,-49.32,124.2604,0.0911,0.2359,41461
-0.028731,-0.014366,9.881172,,,,-0.000409,-0.000265,0.001914,-19.44,-12.54,-49.98,124.2528,0.0895,0.2357,41471
-0.038308,-0.007183,9.888355,,,,-0.001631,0.000957,8.1E-05,-19.44,-12.54,-49.98,124.2528,0.0895,0.2357,41482
-0.045491,-0.011971,9.890749,,,,0.002034,0.000957,-0.00053,-19.8,-13.32,-49.5,124.2528,0.0895,0.2357,41492
-0.045491,-0.002394,9.897932,,,,0.002034,0.000346,0.002525,-19.8,-13.32,-49.5,124.2528,0.0895,0.2357,41501
-0.045491,-0.002394,9.897932,,,,-0.002242,-0.000875,8.1E-05,-19.74,-13.32,-48.48,122.9266,0.0911,0.2294,41511
-0.040703,-0.026337,9.878778,,,,0.000202,0.000957,0.000692,-19.86,-13.08,-49.02,122.9266,0.0911,0.2294,41521
-0.021548,-0.023943,9.895537,,,,-0.000409,-0.002097,8.1E-05,-19.86,-13.08,-49.02,122.9266,0.0911,0.2294,41532
-0.05028,-0.01676,9.888355,,,,0.001423,0.000957,0.002525,-19.74,-12.96,-48.9,122.9266,0.0911,0.2294,41541
-0.045491,-0.007183,9.881172,,,,-0.001631,-0.002708,0.000692,-19.74,-12.96,-48.9,122.9266,0.0911,0.2294,41552
-0.045491,-0.007183,9.885961,,,,-0.002853,-0.00393,8.1E-05,-19.74,-13.08,-49.14,122.9265,0.0894,0.2252,41562
-0.045491,-0.007183,9.885961,,,,0.002034,-0.002097,8.1E-05,-19.74,-13.08,-49.14,122.9265,0.0894,0.2252,41572
-0.03352,-0.007183,9.895537,,,,-0.002242,0.002179,-0.00053,-19.68,-13.14,-49.26,122.9265,0.0894,0.2252,41581
-0.043097,-0.031126,9.907509,,,,0.000202,0.000346,0.002525,-19.68,-13.14,-49.26,122.9265,0.0894,0.2252,41591
-0.043097,-0.031126,9.907509,,,,0.001423,0.002179,0.000692,-19.5,-13.44,-48.84,124.2739,0.0917,0.2232,41601
-0.05028,-0.002394,9.885961,,,,-0.001631,-0.002097,-0.00114,-19.5,-13.44,-48.84,124.2739,0.0917,0.2232,41612
-0.038308,-0.007183,9.909904,,,,0.001423,0.001568,-0.00053,-19.02,-13.02,-49.02,124.2739,0.0917,0.2232,41621
-0.05028,-0.004789,9.885961,,,,0.001423,0.001568,-0.00053,-19.02,-13.02,-49.02,124.2739,0.0917,0.2232,41632
-0.045491,-0.021548,9.895537,,,,-0.000409,-0.000875,-0.001751,-18.84,-12.6,-49.14,124.2735,0.0905,0.2219,41641
-0.064645,-0.004789,9.883567,,,,0.000812,-0.002097,-0.00114,-18.84,-12.6,-49.14,124.2735,0.0905,0.2219,41651
-0.064645,-0.004789,9.883567,,,,-0.002242,-0.001486,0.001303,-19.14,-12.6,-49.02,124.2735,0.0905,0.2219,41662
-0.031126,-0.019154,9.890749,,,,-0.00102,-0.003319,-0.002362,-19.14,-12.6,-49.02,124.2735,0.0905,0.2219,41671
-0.047885,-0.014366,9.897932,,,,-0.00102,0.000957,-0.00114,-19.32,-12.72,-48.6,124.2615,0.0872,0.2271,41681
-0.031126,-0.007183,9.893144,,,,-0.00102,-0.002708,-0.002362,-19.32,-12.72,-48.6,124.2615,0.0872,0.2271,41691
-0.031126,-0.007183,9.893144,,,,-0.00102,-0.002097,0.000692,-20.04,-12.9,-48.42,124.2615,0.0872,0.2271,41701
-0.045491,-0.019154,9.905115,,,,0.002034,-0.000265,0.002525,-20.04,-12.9,-48.42,124.2615,0.0872,0.2271,41712
-0.05028,-0.021548,9.881172,,,,-0.001631,-0.000265,0.001303,-19.98,-12.9,-49.62,122.9108,0.0856,0.2315,41721
-0.043097,-0.007183,9.900327,,,,0.002645,0.001568,-0.00053,-19.98,-12.9,-49.62,122.9108,0.0856,0.2315,41731
-0.05028,-0.009577,9.888355,,,,-0.000409,0.002179,-0.00114,-19.86,-12.42,-49.68,122.9108,0.0856,0.2315,41742
-0.05028,-0.009577,9.888355,,,,-0.000409,0.000346,-0.001751,-19.92,-12.54,-49.32,122.9108,0.0856,0.2315,41751
-0.040703,-0.023943,9.907509,,,,-0.00102,-0.000875,-0.00053,-19.92,-12.54,-49.32,122.9108,0.0856,0.2315,41762
-0.047885,-0.007183,9.873989,,,,0.000812,0.000957,-0.00114,-20.04,-12.9,-49.02,122.9252,0.0915,0.2295,41772
-0.047885,-0.014366,9.873989,,,,-0.000409,-0.000875,8.1E-05,-20.04,-12.9,-49.02,122.9252,0.0915,0.2295,41781
-0.040703,-0.014366,9.885961,,,,-0.000409,-0.000875,-0.001751,-19.98,-13.14,-48.66,122.9252,0.0915,0.2295,41791
-0.040703,-0.014366,9.885961,,,,0.002645,0.000346,0.003136,-19.98,-13.14,-48.66,122.9252,0.0915,0.2295,41802
-0.045491,-0.009577,9.888355,,,,-0.000409,-0.000265,0.001303,-20.22,-12.78,-48.72,122.9247,0.0916,0.2302,41811
-0.047885,-0.014366,9.907509,,,,-0.000409,-0.000265,0.001303,-20.22,-12.78,-48.72,122.9247,0.0916,0.2302,41821
-0.047885,-0.01676,9.897932,,,,0.002034,0.000957,-0.00053,-20.22,-12.72,-48.72,122.9247,0.0916,0.2302,41831
-0.040703,-0.014366,9.897932,,,,-0.00102,0.000346,8.1E-05,-20.22,-12.72,-48.72,122.9247,0.0916,0.2302,41842
-0.040703,-0.014366,9.897932,,,,0.002645,0.000346,0.00619,-19.8,-12.9,-48.48,122.9247,0.0898,0.2293,41851
-0.031126,-0.021548,9.883567,,,,0.000202,0.002179,8.1E-05,-19.8,-12.9,-48.48,122.9247,0.0898,0.2293,41861
-0.043097,-0.004789,9.890749,,,,0.000202,-0.000875,8.1E-05,-19.26,-12.48,-48.78,122.9247,0.0898,0.2293,41872
-0.040703,-0.004789,9.897932,,,,-0.000409,0.001568,0.000692,-19.26,-12.48,-48.78,122.9247,0.0898,0.2293,41881
-0.05028,0,9.905115,,,,-0.002853,0.000957,-0.00053,-19.44,-12.66,-48.78,124.2603,0.0882,0.2297,41892
-0.05028,0,9.905115,,,,-0.00102,-0.002097,0.001303,-19.44,-12.66,-48.78,124.2603,0.0882,0.2297,41901
-0.023943,-0.01676,9.900327,,,,-0.001631,-0.001486,0.001303,-19.44,-13.68,-48.6,124.2603,0.0882,0.2297,41912
-0.03352,-0.014366,9.885961,,,,-0.00102,0.001568,0.000692,-19.44,-13.68,-48.6,124.2603,0.0882,0.2297,41922
-0.047885,-0.019154,9.909904,,,,0.000202,-0.001486,0.001914,-19.5,-13.32,-48.78,124.2581,0.0878,0.2309,41932
-0.047885,-0.019154,9.909904,,,,0.000202,-0.001486,0.001914,-19.5,-13.32,-48.78,124.2581,0.0878,0.2309,41942
-0.045491,-0.014366,9.900327,,,,0.002034,0.00279,0.002525,-19.92,-12.9,-48.54,124.2581,0.0878,0.2309,41951
-0.040703,-0.023943,9.883567,,,,0.001423,-0.000265,0.000692,-19.92,-12.9,-48.54,124.2581,0.0878,0.2309,41961
-0.040703,-0.023943,9.905115,,,,-0.00102,-0.001486,8.1E-05,-19.86,-12.84,-48.96,122.9137,0.0866,0.2324,41972
-0.040703,-0.023943,9.905115,,,,0.001423,0.000957,-0.001751,-19.86,-12.84,-48.96,122.9137,0.0866,0.2324,41982
-0.026337,0,9.881172,,,,-0.000409,0.001568,8.1E-05,-19.92,-12.84,-49.44,122.9137,0.0866,0.2324,41991
-0.038308,-0.002394,9.873989,,,,0.000202,0.00279,8.1E-05,-19.92,-12.84,-49.44,122.9137,0.0866,0.2324,42001
-0.038308,-0.002394,9.873989,,,,0.000202,0.00279,8.1E-05,-20.1,-13.08,-49.32,122.9126,0.0871,0.2342,42012
-0.05028,-0.007183,9.890749,,,,0.002034,-0.001486,-0.00053,-20.1,-13.08,-49.32,122.9126,0.0871,0.2342,42021
-0.031126,-0.014366,9.876384,,,,0.002645,-0.001486,0.001303,-20.16,-13.02,-49.56,122.9126,0.0871,0.2342,42031
-0.040703,-0.028731,9.881172,,,,-0.002242,-0.000875,0.001303,-20.16,-13.02,-49.56,122.9126,0.0871,0.2342,42041
-0.040703,-0.028731,9.881172,,,,0.000812,0.00279,8.1E-05,-20.1,-12.42,-48.96,120.8645,0.0822,0.2296,42051
-0.045491,-0.009577,9.873989,,,,-0.002853,-0.000265,-0.001751,-20.1,-12.42,-48.96,120.8645,0.0822,0.2296,42062
-0.045491,-0.019154,9.907509,,,,-0.000409,0.000957,0.001303,-19.74,-12.42,-48.42,120.8645,0.0822,0.2296,42072
-0.059857,-0.019154,9.90272,,,,-0.00102,-0.000875,-0.004806,-19.74,-12.42,-48.42,120.8645,0.0822,0.2296,42082
-0.03352,-0.004789,9.883567,,,,0.000202,0.001568,0.000692,-19.92,-12.78,-48.78,122.9039,0.0785,0.2288,42092
-0.03352,-0.004789,9.883567,,,,0.000202,-0.000265,-0.00053,-19.68,-12.54,-48.78,122.9039,0.0785,0.2288,42102
-0.040703,-0.014366,9.897932,,,,0.000202,0.000346,0.000692,-19.68,-12.54,-48.78,122.9039,0.0785,0.2288,42111
-0.038308,-0.011971,9.883567,,,,0.000202,0.003401,0.001914,-19.92,-12.84,-48.78,122.9039,0.0785,0.2288,42121
-0.035914,-0.011971,9.876384,,,,0.000812,0.000957,-0.002362,-19.92,-12.84,-48.78,122.9039,0.0785,0.2288,42131
-0.035914,-0.011971,9.876384,,,,-0.002853,0.000346,-0.002362,-19.86,-12.6,-48.42,122.9063,0.0787,0.2291,42141
-0.064645,-0.014366,9.878778,,,,-0.001631,-0.000265,-0.001751,-19.86,-12.6,-48.42,122.9063,0.0787,0.2291,42152
-0.035914,-0.01676,9.893144,,,,-0.000409,-0.000875,-0.00053,-19.8,-11.94,-48.84,122.9063,0.0787,0.2291,42162
-0.055068,-0.023943,9.895537,,,,0.001423,-0.001486,0.001914,-19.8,-11.94,-48.84,122.9063,0.0787,0.2291,42172
-0.055068,-0.023943,9.895537,,,,-0.001631,-0.000265,0.002525,-19.38,-12.6,-48.66,124.237,0.0786,0.2351,42181
-0.038308,-0.026337,9.90272,,,,-0.00102,-0.002708,-0.002362,-19.38,-12.6,-48.66,124.237,0.0786,0.2351,42192
-0.05028,-0.014366,9.881172,,,,-0.00102,-0.002708,-0.002362,-19.86,-12.78,-49.44,124.237,0.0786,0.2351,42202
-0.043097,-0.009577,9.905115,,,,0.000812,-0.000875,-0.00053,-19.86,-12.78,-49.44,124.237,0.0786,0.2351,42212
-0.05028,-0.01676,9.924269,,,,0.000812,-0.001486,0.000692,-20.16,-12.66,-50.58,122.8862,0.0812,0.2442,42221
-0.05028,-0.01676,9.924269,,,,-0.000409,-0.000265,-0.002362,-20.16,-12.66,-50.58,122.8862,0.0812,0.2442,42231
-0.035914,-0.01676,9.897932,,,,0.000812,-0.000265,-0.005417,-20.16,-13.14,-49.92,122.8862,0.0812,0.2442,42242
-0.047885,-0.026337,9.869201,,,,-0.000409,-0.000875,0.000692,-20.16,-13.14,-49.92,122.8862,0.0812,0.2442,42252
-0.055068,-0.01676,9.881172,,,,0.000812,-0.000265,-0.00053,-20.64,-13.5,-49.14,121.6451,0.0865,0.2503,42262
-0.035914,0.002394,9.893144,,,,0.001423,-0.002097,0.001303,-20.64,-13.5,-49.14,121.6451,0.0865,0.2503,42272
-0.035914,0.002394,9.893144,,,,0.001423,0.001568,8.1E-05,-20.22,-14.04,-48.42,121.6451,0.0865,0.2503,42281
-0.052674,-0.023943,9.895537,,,,-0.000409,-0.002097,0.000692,-20.22,-14.04,-48.42,121.6451,0.0865,0.2503,42291
-0.040703,-0.01676,9.895537,,,,-0.00102,-0.002097,-0.003584,-19.8,-13.92,-48.78,124.855,0.0904,0.2492,42302
-0.047885,-0.014366,9.897932,,,,0.000812,-0.000875,8.1E-05,-19.8,-13.92,-48.78,124.855,0.0904,0.2492,42312
-0.038308,-0.019154,9.883567,,,,-0.00102,-0.000875,0.001914,-18.9,-13.14,-49.02,124.855,0.0904,0.2492,42322
-0.038308,-0.019154,9.883567,,,,0.000202,-0.000875,0.001914,-18.9,-13.14,-49.02,124.855,0.0904,0.2492,42331
-0.040703,-0.028731,9.895537,,,,-0.002242,0.000346,8.1E-05,-19.32,-12.9,-48.78,124.2474,0.0957,0.2515,42341
-0.05028,-0.011971,9.885961,,,,0.003256,-0.000875,0.002525,-19.32,-12.9,-48.78,124.2474,0.0957,0.2515,42351
-0.05028,-0.011971,9.885961,,,,0.000202,0.000957,-0.003584,-20.1,-13.44,-49.14,124.2474,0.0957,0.2515,42361
-0.043097,-0.019154,9.897932,,,,0.001423,-0.001486,-0.00114,-19.92,-12.78,-49.32,124.2474,0.0957,0.2515,42372
-0.059857,-0.009577,9.890749,,,,0.000202,0.000346,0.001914,-19.92,-12.78,-49.32,124.2474,0.0957,0.2515,42381
-0.055068,-0.035914,9.890749,,,,-0.00102,0.000346,0.001914,-19.8,-12.24,-49.8,120.8647,0.0965,0.2514,42392
-0.038308,-0.011971,9.900327,,,,0.000812,0.000957,0.001303,-19.68,-12.3,-50.16,120.8647,0.0965,0.2514,42401
-0.038308,-0.011971,9.900327,,,,0.000812,0.000957,0.001303,-19.68,-12.3,-50.16,120.8647,0.0965,0.2514,42411
-0.03352,-0.021548,9.869201,,,,0.000202,0.001568,-0.00114,-19.56,-13.62,-49.68,120.8647,0.0965,0.2514,42421
-0.035914,-0.011971,9.90272,,,,0.000812,-0.000875,8.1E-05,-19.56,-13.62,-49.68,120.8647,0.0965,0.2514,42431
-0.035914,-0.011971,9.90272,,,,-0.001631,-0.001486,0.001914,-19.56,-13.26,-48.6,122.9179,0.1026,0.2533,42441
-0.05028,-0.031126,9.888355,,,,-0.002853,-0.002097,-0.002362,-19.56,-13.26,-48.6,122.9179,0.1026,0.2533,42452
-0.045491,-0.01676,9.909904,,,,-0.002853,-0.002097,-0.002362,-19.56,-12.54,-48.18,122.9179,0.1026,0.2533,42462
-0.028731,-0.028731,9.897932,,,,0.002645,0.000346,-0.001751,-19.56,-12.54,-48.18,122.9179,0.1026,0.2533,42471
-0.043097,-0.019154,9.876384,,,,0.000202,0.000346,0.004968,-19.92,-12.24,-48.78,120.8945,0.1129,0.2528,42482
-0.043097,-0.019154,9.876384,,,,0.005089,-0.000875,8.1E-05,-19.92,-12.24,-48.78,120.8945,0.1129,0.2528,42491
-0.043097,-0.002394,9.900327,,,,-0.000409,-0.003319,8.1E-05,-19.2,-12.06,-49.2,120.8945,0.1129,0.2528,42501
-0.019154,-0.01676,9.890749,,,,-0.00102,0.000957,0.001303,-19.2,-12.06,-49.2,120.8945,0.1129,0.2528,42512
-0.064645,-0.011971,9.883567,,,,-0.001631,0.000346,8.1E-05,-19.08,-12.24,-49.08,122.1924,0.1143,0.2531,42521
-0.064645,-0.011971,9.883567,,,,-0.002242,-0.000265,0.001303,-19.08,-12.24,-49.08,122.1924,0.1143,0.2531,42531
-0.035914,-0.004789,9.883567,,,,0.000202,-0.002097,0.001303,-19.56,-12.72,-48.36,122.1924,0.1143,0.2531,42541
-0.043097,-0.019154,9.873989,,,,0.000202,-0.000265,-0.00053,-19.56,-12.72,-48.36,122.1924,0.1143,0.2531,42552
-0.035914,-0.007183,9.885961,,,,0.001423,0.000346,0.000692,-19.26,-13.2,-47.88,124.2834,0.1149,0.2511,42562
-0.038308,-0.009577,9.895537,,,,0.000202,-0.00393,8.1E-05,-19.26,-13.2,-47.88,124.2834,0.1149,0.2511,42571
-0.038308,-0.009577,9.895537,,,,0.002034,0.000346,0.001303,-19.86,-13.08,-48.18,124.2834,0.1149,0.2511,42582
-0.038308,-0.007183,9.900327,,,,0.002034,0.000346,0.001303,-19.86,-13.08,-48.18,124.2834,0.1149,0.2511,42591
-0.03352,-0.026337,9.907509,,,,0.000812,0.000346,0.001303,-20.16,-12.84,-48.24,122.9364,0.1121,0.2528,42601
-0.03352,-0.026337,9.907509,,,,-0.000409,0.00279,-0.00053,-20.16,-12.84,-48.24,122.9364,0.1121,0.2528,42612
-0.03352,-0.01676,9.890749,,,,0.000812,0.00279,0.003746,-19.8,-13.26,-48.9,122.9364,0.1121,0.2528,42621
-0.045491,-0.01676,9.897932,,,,-0.000409,0.00279,0.001914,-19.8,-13.26,-48.9,122.9364,0.1121,0.2528,42632
-0.038308,-0.01676,9.897932,,,,-0.001631,-0.000265,-0.001751,-19.92,-13.8,-48.66,124.8806,0.1087,0.2529,42641
-0.047885,0.004789,9.907509,,,,-0.000409,0.000346,-0.00114,-19.92,-13.8,-48.66,124.8806,0.1087,0.2529,42651
-0.026337,-0.009577,9.893144,,,,-0.00102,0.000957,-0.002362,-20.04,-13.92,-48.12,124.8806,0.1087,0.2529,42662
-0.026337,-0.009577,9.893144,,,,-0.00102,-0.002097,-0.002362,-20.04,-13.92,-48.12,124.8806,0.1087,0.2529,42671
-0.052674,-0.01676,9.90272,,,,-0.001631,0.000346,-0.001751,-19.56,-13.32,-48.42,122.9333,0.111,0.2541,42681
-0.043097,-0.009577,9.885961,,,,0.000812,0.000346,-0.001751,-19.56,-13.32,-48.42,122.9333,0.111,0.2541,42692
-0.028731,-0.01676,9.897932,,,,0.000202,0.000957,0.000692,-19.86,-12.72,-48.42,122.9333,0.111,0.2541,42701
-0.026337,-0.014366,9.890749,,,,-0.000409,0.000346,0.000692,-19.86,-12.72,-48.42,122.9333,0.111,0.2541,42712
-0.026337,-0.014366,9.890749,,,,-0.000409,0.000346,0.000692,-20.22,-12.84,-47.88,122.9355,0.1117,0.2531,42721
-0.045491,-0.021548,9.888355,,,,-0.00102,-0.000875,-0.00114,-20.22,-12.84,-47.88,122.9355,0.1117,0.2531,42731
-0.045491,-0.011971,9.909904,,,,0.000202,0.000346,-0.001751,-19.5,-13.08,-47.58,122.9355,0.1117,0.2531,42741
