Keuwl Accelerometer Data File
2021-04-23 02-12-39

Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
0.2299705,0.009519,0.041247,0.996028,0.996927,2.433572,77.005386
0.2319702,0.010983,0.042467,0.996028,0.996993,2.521657,75.499832
0.2339700,0.012203,0.043444,0.997248,0.998269,2.590877,74.310005
0.2359698,0.013668,0.046128,0.996760,0.997921,2.763359,73.495636
0.2379696,0.015132,0.049545,0.995784,0.997131,2.978021,73.016350
0.2399693,0.014888,0.049301,0.996516,0.997846,2.958434,73.196724
0.2419690,0.014156,0.051010,0.996516,0.997921,3.040858,74.490028
0.2439688,0.012447,0.051742,0.991635,0.993062,3.071923,76.473602
0.2459685,0.012447,0.053450,0.989682,0.991203,3.173915,76.890793
0.2479682,0.011471,0.054670,0.986265,0.987846,3.241659,78.150024
0.2499680,0.008298,0.056135,0.985289,0.986922,3.296159,81.591087
0.2519678,0.006346,0.057355,0.984557,0.986247,3.354271,83.686569
0.2539676,0.004637,0.058576,0.982849,0.984603,3.421252,85.473526
0.2559673,0.004393,0.058331,0.982604,0.984344,3.406915,85.692970
0.2579670,0.000976,0.057843,0.983581,0.985281,3.366099,89.033073
0.2599668,-0.001220,0.059308,0.983337,0.985124,3.452186,91.178757
0.2619665,-0.002197,0.060528,0.985045,0.986905,3.518529,92.078369
0.2639662,-0.002441,0.059796,0.989438,0.991247,3.461305,92.337303
0.2659660,-0.000244,0.057599,0.991635,0.993306,3.324312,90.242775
0.2679658,-0.000488,0.056379,0.992123,0.993724,3.252572,90.496056
0.2699655,0.000244,0.054182,0.995296,0.996770,3.116024,89.741913
0.2719652,0.002197,0.054182,0.997736,0.999209,3.110994,87.678467
0.2739649,0.003661,0.052230,1.000909,1.002278,2.994475,85.990501
0.2759647,0.001708,0.050277,1.003106,1.004367,2.870990,88.053802
0.2779644,0.000488,0.049057,1.005058,1.006255,2.794493,89.429909
0.2799641,-0.000488,0.047104,1.009696,1.010794,2.671151,90.593719
0.2819639,-0.002197,0.046616,1.012869,1.013943,2.638043,92.697807
0.2839637,-0.003905,0.045396,1.015309,1.016331,2.569560,94.916565
0.2859634,-0.005858,0.043932,1.017262,1.018227,2.494812,97.594643
0.2879632,-0.006834,0.043444,1.018726,1.019675,2.471876,98.939568
0.2899629,-0.006834,0.042955,1.023851,1.024775,2.432606,99.039482
0.2919627,-0.008298,0.041979,1.025560,1.026452,2.389172,101.181755
0.2939624,-0.008542,0.041247,1.027512,1.028376,2.347520,101.700577
0.2959621,-0.007566,0.040759,1.030197,1.031031,2.304352,100.516045
0.2979619,-0.007322,0.039294,1.030441,1.031216,2.221230,100.555183
0.2999617,-0.006590,0.038074,1.031417,1.032141,2.145575,99.819298
0.3019614,-0.005858,0.038562,1.033370,1.034106,2.161660,98.637131
0.3039611,-0.005369,0.039538,1.033858,1.034628,2.210277,97.733597
0.3059609,-0.005613,0.039783,1.034102,1.034882,2.225016,98.031654
0.3079606,-0.004149,0.038806,1.036055,1.036789,2.157310,96.102783
0.3099603,-0.003173,0.038318,1.034834,1.035548,2.127897,94.733437
0.3119600,-0.002929,0.037342,1.035811,1.036488,2.070937,94.484604
0.3139598,-0.002685,0.037098,1.037275,1.037942,2.053570,94.139191
0.3159596,-0.002929,0.036854,1.037763,1.038421,2.040184,94.543755
0.3179593,-0.002685,0.038318,1.037519,1.038230,2.120157,94.007805
0.3199591,-0.002685,0.038074,1.036299,1.037001,2.109421,94.033409
0.3219589,-0.001708,0.038074,1.036543,1.037243,2.105800,92.569244
0.3239586,0.000000,0.040027,1.036055,1.036828,2.212490,90.000000
0.3259584,0.001708,0.040515,1.035811,1.036604,2.241928,87.585342
0.3279582,0.004149,0.041003,1.034102,1.034923,2.282334,84.221878
0.3299580,0.005613,0.042955,1.032638,1.033546,2.402163,82.554672
0.3319578,0.005125,0.045884,1.031417,1.032450,2.563000,83.626358
0.3339576,0.003417,0.047104,1.027024,1.028110,2.632844,85.851097
0.3359574,0.002441,0.046860,1.021411,1.022488,2.630315,87.018539
0.3379571,0.002685,0.048569,1.018482,1.019643,2.734448,86.836113
0.3399569,0.001953,0.050521,1.015797,1.017055,2.849363,87.786774
0.3419567,0.001464,0.050033,1.015553,1.016786,2.821680,88.323532
0.3439564,0.001220,0.049789,1.013357,1.014580,2.813760,88.595970
0.3459563,0.000732,0.050277,1.010428,1.011678,2.848813,89.165657
0.3479560,0.000000,0.050033,1.008719,1.009959,2.839522,90.000000
0.3499558,0.000244,0.051498,1.006279,1.007596,2.929642,89.728455
0.3519555,0.002197,0.051498,1.003106,1.004429,2.941579,87.557587
0.3539553,0.002441,0.051254,1.002130,1.003442,2.931045,87.273689
0.3559551,0.001953,0.050765,1.000177,1.001467,2.907711,87.797401
0.3579548,0.002197,0.050033,1.000177,1.001430,2.866486,87.486191
0.3599546,0.000976,0.049789,0.998469,0.999710,2.855265,88.876694
0.3619544,-0.000488,0.049301,0.996516,0.997735,2.832412,90.567268
0.3639542,0.001220,0.049789,0.995784,0.997029,2.863207,88.595970
0.3659540,0.002929,0.050277,0.997004,0.998276,2.891846,86.666153
0.3679537,0.004637,0.051254,0.997004,0.998332,2.954858,84.830170
0.3699535,0.003417,0.050033,0.997736,0.998996,2.877460,86.093185
0.3719533,0.002441,0.051010,0.998469,0.999774,2.927905,87.260666
0.3739530,0.003173,0.053206,0.997981,0.999403,3.057166,86.587318
0.3759528,0.003661,0.053694,0.998713,1.000162,3.084515,86.099503
0.3779526,0.003417,0.054426,0.999445,1.000932,3.123116,86.407669
0.3799523,0.004881,0.055891,0.999689,1.001262,3.212174,85.008667
0.3819520,0.005125,0.056135,1.001886,1.003470,3.220148,84.783112
0.3839518,0.005613,0.055891,1.000909,1.002484,3.212174,84.264633
0.3859515,0.005125,0.056135,1.000909,1.002495,3.223308,84.783112
0.3879513,0.006102,0.056379,0.998225,0.999834,3.251368,83.823196
0.3899510,0.005369,0.055891,0.998957,1.000533,3.216985,84.512444
0.3919507,0.005613,0.055647,0.999201,1.000765,3.203752,84.239647
0.3939505,0.005858,0.054915,0.997736,0.999264,3.168174,83.911469
0.3959503,0.006346,0.055159,0.996760,0.998305,3.188254,83.437302
0.3979500,0.006590,0.055647,0.996028,0.997603,3.219965,83.246429
0.3999497,0.005125,0.055891,0.994564,0.996146,3.229921,84.760460
0.4019495,0.005125,0.057355,0.993343,0.995011,3.317650,84.893517
0.4039492,0.005125,0.057355,0.992611,0.994280,3.320127,84.893517
0.4059489,0.006102,0.056379,0.993831,0.995448,3.265727,83.823196
0.4079487,0.006346,0.055403,0.994564,0.996126,3.209247,83.465958
0.4099485,0.005369,0.055403,0.994076,0.995633,3.204913,84.464394
0.4119482,0.008054,0.054915,0.994564,0.996111,3.194082,81.656105
0.4139480,0.009274,0.054182,0.994320,0.995838,3.164278,80.286751
0.4159477,0.009274,0.055647,0.995296,0.996893,3.244134,80.537682
0.4179474,0.009274,0.055647,0.996272,0.997868,3.240934,80.537682
0.4199472,0.010983,0.053694,0.996516,0.998022,3.147965,78.439865
0.4219469,0.012203,0.053206,0.996760,0.998254,3.134691,77.082184
0.4239467,0.012691,0.053694,0.997004,0.998530,3.167494,76.701431
0.4259464,0.011959,0.052962,0.996272,0.997751,3.119478,77.275642
0.4279462,0.010983,0.051498,0.995540,0.996931,3.027697,77.960892
0.4299459,0.008786,0.049789,0.991147,0.992435,2.920139,79.992020
0.4319457,0.008542,0.050277,0.990903,0.992214,2.946233,80.357361
0.4339454,0.010739,0.051986,0.990415,0.991836,3.067969,78.328423
0.4359451,0.015620,0.056623,0.992855,0.994591,3.385701,74.577843
0.4379449,0.021478,0.060040,0.992123,0.994170,3.677433,70.316673
0.4399447,0.024162,0.061260,0.991879,0.994063,3.798441,68.474617
0.4419444,0.028556,0.063945,0.990903,0.993374,4.042637,65.936142
0.4439441,0.029532,0.064677,0.990659,0.993207,4.105082,65.458382
0.4459439,0.030264,0.064189,0.990170,0.992710,4.099401,64.756920
0.4479436,0.031240,0.062725,0.989926,0.992404,4.049027,63.524193
0.4499433,0.033193,0.061504,0.988462,0.990930,4.044381,61.645039
0.4519431,0.031972,0.061504,0.989438,0.991863,4.007510,62.532726
0.4539428,0.029044,0.062236,0.989438,0.991819,3.970692,64.983109
0.4559426,0.028067,0.062236,0.989926,0.992278,3.945261,65.725563
0.4579423,0.028556,0.060772,0.988706,0.990984,3.885243,64.832130
0.4599420,0.026359,0.059796,0.990659,0.992812,3.774031,66.211334
0.4619418,0.024651,0.059308,0.989682,0.991764,3.713095,67.430382
0.4639415,0.022210,0.059308,0.988950,0.990976,3.664045,69.469803
0.4659412,0.019769,0.059064,0.991391,0.993345,3.594938,71.494049
0.4679410,0.019037,0.059064,0.991879,0.993818,3.579983,72.135139
0.4699407,0.019525,0.059308,0.993099,0.995060,3.597606,71.777519
0.4719405,0.019769,0.059552,0.994564,0.996541,3.610048,71.635529
0.4739403,0.019037,0.060284,0.997248,0.999250,3.627254,72.474434
0.4759400,0.021234,0.060040,0.998957,1.000985,3.647709,70.523422
0.4779397,0.021234,0.058576,0.998713,1.000654,3.569796,70.074425
0.4799394,0.022210,0.059064,1.001153,1.003140,3.606521,69.392075
0.4819392,0.022942,0.059552,1.002374,1.004403,3.642982,68.931023
0.4839389,0.023186,0.059552,1.002374,1.004409,3.647870,68.726830
0.4859387,0.023430,0.058820,1.002862,1.004858,3.612488,68.280617
0.4879385,0.023674,0.058820,1.003838,1.005839,3.614167,68.075729
0.4899382,0.023430,0.058820,1.007011,1.008999,3.597606,68.280617
0.4919380,0.022942,0.059552,1.006767,1.008788,3.627146,68.931023
0.4939377,0.022698,0.059064,1.007743,1.009728,3.592868,68.978355
0.4959374,0.022454,0.058820,1.011892,1.013849,3.560405,69.106010
0.4979372,0.021722,0.059064,1.013845,1.015796,3.551871,69.808060
0.4999369,0.021478,0.059064,1.015553,1.017496,3.541216,70.016891
0.5019367,0.021966,0.057355,1.017750,1.019601,3.453490,69.044220
0.5039365,0.022698,0.057355,1.018970,1.020835,3.464133,68.409081
0.5059363,0.023186,0.057111,1.022143,1.024000,3.450938,67.903687
0.5079360,0.023186,0.057599,1.025316,1.027194,3.465432,68.073128
0.5099357,0.023430,0.057111,1.027024,1.028878,3.439630,67.693794
0.5119354,0.022942,0.054426,1.028977,1.030670,3.285153,67.143379
0.5139352,0.022942,0.054915,1.028489,1.030209,3.311743,67.325912
0.5159349,0.024162,0.055159,1.028489,1.030250,3.350884,66.344032
0.5179347,0.022454,0.054426,1.027756,1.029441,3.278651,67.581108
0.5199345,0.022210,0.056135,1.026048,1.027822,3.367204,68.413666
0.5219342,0.022210,0.056867,1.024340,1.026157,3.410821,68.666473
0.5239339,0.024162,0.056623,1.023363,1.025213,3.442702,66.890892
0.5259336,0.023430,0.058331,1.022875,1.024805,3.516693,68.115974
0.5279334,0.022942,0.059064,1.019702,1.021669,3.555672,68.772346
0.5299331,0.021478,0.058820,1.015797,1.017725,3.527533,69.940575
0.5319328,0.021478,0.058820,1.015309,1.017238,3.529253,69.940575
0.5339326,0.020501,0.058576,1.016041,1.017935,3.495248,70.709953
0.5359324,0.020501,0.059552,1.014577,1.016530,3.552091,71.003342
0.5379321,0.020013,0.059552,1.014089,1.016033,3.545029,71.424278
0.5399318,0.020013,0.059796,1.012869,1.014829,3.562329,71.494926
0.5419316,0.021234,0.060528,1.012380,1.014410,3.625473,70.668800
0.5439313,0.020501,0.060772,1.013113,1.015141,3.622393,71.358208
0.5459310,0.021478,0.058331,1.012380,1.014287,3.513518,69.786247
0.5479307,0.021234,0.058331,1.012136,1.014038,3.509670,69.997650
0.5499306,0.020745,0.058576,1.011160,1.013068,3.516637,70.497551
0.5519303,0.021722,0.058820,1.011648,1.013589,3.546575,69.731079
0.5539300,0.022210,0.059308,1.012136,1.014116,3.580366,69.469803
0.5559297,0.023430,0.059552,1.012136,1.014158,3.617958,68.523209
0.5579295,0.023918,0.059064,1.011404,1.013410,3.605163,67.954086
0.5599292,0.022698,0.058820,1.010672,1.012637,3.569577,68.898788
0.5619289,0.022698,0.061992,1.010184,1.012339,3.739002,69.890213
0.5639287,0.021966,0.061992,1.008719,1.010861,3.730457,70.489197
0.5659285,0.020990,0.061748,1.005058,1.007172,3.712726,71.226028
0.5679282,0.020745,0.063213,1.004326,1.006527,3.789978,71.830925
0.5699279,0.020501,0.062481,1.003350,1.005503,3.749723,71.834045
0.5719277,0.019281,0.063213,1.004326,1.006498,3.764784,73.037285
0.5739274,0.016840,0.063213,1.002130,1.004263,3.734863,75.082352
0.5759271,0.016352,0.063945,1.000909,1.003083,3.772837,75.655441
0.5779268,0.016352,0.064921,1.000909,1.003146,3.826638,75.862442
0.5799266,0.017573,0.065653,0.999933,1.002240,3.888316,75.015564
0.5819265,0.017817,0.066386,0.998713,1.001075,3.937063,74.976845
0.5839262,0.016840,0.068582,0.997248,0.999746,4.050622,76.203888
0.5859259,0.016596,0.068582,0.996760,0.999255,4.049269,76.396355
0.5879257,0.014888,0.069803,0.997004,0.999556,4.094669,77.959984
0.5899253,0.015864,0.071511,0.995296,0.997988,4.209148,77.491898
0.5919251,0.016596,0.072731,0.995296,0.998088,4.286514,77.145882
0.5939248,0.018549,0.071755,0.995540,0.998295,4.257586,75.506134
0.5959247,0.018305,0.072243,0.994808,0.997595,4.284320,75.781723
0.5979244,0.019037,0.073952,0.993587,0.996518,4.394851,75.564026
0.5999241,0.019769,0.074196,0.992123,0.995090,4.425539,75.080315
0.6019239,0.020013,0.074196,0.990659,0.993635,4.435663,74.904480
0.6039236,0.019281,0.073219,0.990903,0.993791,4.369554,75.247040
0.6059233,0.020501,0.071755,0.990415,0.993222,4.309026,74.054604
0.6079230,0.020501,0.071755,0.991635,0.994439,4.303751,74.054604
0.6099227,0.019037,0.069803,0.994076,0.996705,4.162830,74.744881
0.6119226,0.019037,0.069803,0.994076,0.996705,4.162830,74.744881
0.6139224,0.017085,0.067850,0.995052,0.997509,4.022192,75.866814
0.6159220,0.015864,0.066874,0.994808,0.997179,3.952204,76.654633
0.6179218,0.015376,0.066386,0.995052,0.997382,3.917667,76.959236
0.6199215,0.014400,0.066386,0.998469,1.000777,3.892041,77.761467
0.6219212,0.012691,0.066142,0.999201,1.001468,3.855950,79.138000
0.6239210,0.011471,0.065653,0.999689,1.001908,3.814183,80.089256
0.6259208,0.010007,0.064189,0.998225,1.000336,3.723574,81.139282
0.6279205,0.009274,0.064677,1.000909,1.003040,3.734968,81.839630
0.6299202,0.010251,0.065165,1.001886,1.004055,3.767072,81.060432
0.6319200,0.011715,0.064677,1.004570,1.006718,3.743504,79.733208
0.6339197,0.010495,0.064921,1.005302,1.007451,3.742771,80.817337
0.6359195,0.009763,0.064433,1.007499,1.009605,3.700946,81.384354
0.6379192,0.010739,0.065897,1.006523,1.008735,3.795141,80.744270
0.6399189,0.011715,0.066386,1.007987,1.010239,3.826076,79.992020
0.6419187,0.012203,0.067118,1.011892,1.014189,3.856864,79.695152
0.6439185,0.012203,0.066874,1.013845,1.016121,3.835940,79.658356
0.6459182,0.012935,0.066630,1.013601,1.015871,3.830986,79.013313
0.6479179,0.014644,0.067362,1.013601,1.015942,3.890783,77.735222
0.6499177,0.015620,0.067606,1.014089,1.016460,3.914266,76.990280
0.6519173,0.015864,0.068826,1.014089,1.016546,3.984133,77.020226
0.6539171,0.015864,0.067850,1.014821,1.017210,3.927950,76.839920
0.6559169,0.016352,0.067606,1.016774,1.019150,3.913416,76.402611
0.6579167,0.017573,0.068094,1.018238,1.020664,3.950916,75.529709
0.6599165,0.017817,0.069558,1.019458,1.021984,4.028905,75.633118
0.6619162,0.017817,0.068338,1.019214,1.021658,3.963732,75.387451
0.6639159,0.018549,0.064677,1.020679,1.022894,3.771592,73.997505
0.6659157,0.018793,0.064921,1.021411,1.023645,3.785790,73.855659
0.6679155,0.021478,0.064433,1.021411,1.023667,3.804314,71.565048
0.6699151,0.020501,0.062969,1.020923,1.023068,3.711301,71.965714
0.6719149,0.020501,0.062969,1.020923,1.023068,3.711301,71.965714
0.6739147,0.019525,0.061504,1.020190,1.022229,3.619202,72.387421
0.6759143,0.018549,0.060284,1.020679,1.022626,3.536070,72.897270
0.6779141,0.019525,0.061260,1.020434,1.022458,3.605435,72.321617
0.6799138,0.020745,0.062236,1.020679,1.022785,3.677646,71.565048
0.6819136,0.022210,0.062969,1.017750,1.019938,3.753585,70.571579
0.6839134,0.021722,0.063457,1.017994,1.020201,3.769566,71.103531
0.6859131,0.021234,0.063701,1.017018,1.019232,3.777350,71.565048
0.6879128,0.020257,0.063945,1.016285,1.018497,3.776158,72.422119
0.6899126,0.020745,0.063457,1.018238,1.020424,3.751289,71.896233
0.6919123,0.020990,0.066386,1.016774,1.019155,3.917317,72.454269
0.6939120,0.021234,0.067362,1.015309,1.017763,3.979362,72.504242
0.6959118,0.018305,0.066874,1.015065,1.017430,3.907456,74.691811
0.6979116,0.017817,0.067606,1.013357,1.015766,3.946800,75.236076
0.6999112,0.017329,0.067118,1.013113,1.015481,3.914166,75.523407
0.7019110,0.017817,0.068826,1.011404,1.013900,4.020877,75.486702
0.7039107,0.018793,0.069070,1.012136,1.014664,4.045398,74.779152
0.7059105,0.017329,0.070779,1.012869,1.015486,4.114945,76.243019
0.7079102,0.018305,0.072243,1.013113,1.015850,4.207147,75.781723
0.7099099,0.018305,0.073219,1.011892,1.014703,4.265583,75.963753
0.7119097,0.018793,0.072731,1.012380,1.015164,4.243671,75.512260
0.7139094,0.020257,0.074440,1.013601,1.016532,4.352532,74.776680
0.7159092,0.019281,0.074196,1.014821,1.017712,4.320012,75.432846
0.7179089,0.020013,0.074196,1.015553,1.018457,4.327305,74.904480
0.7199086,0.019769,0.073952,1.016285,1.019164,4.307480,75.033279
0.7219084,0.019281,0.074684,1.017506,1.020425,4.335037,75.524040
0.7239081,0.020257,0.073708,1.017506,1.020373,4.296326,74.632568
0.7259079,0.020745,0.072731,1.018726,1.021530,4.245978,74.080002
0.7279077,0.019769,0.073952,1.020434,1.023302,4.290031,75.033279
0.7299075,0.019037,0.072243,1.021899,1.024626,4.181325,75.237381
0.7319072,0.018549,0.071023,1.021655,1.024289,4.109612,75.363098
0.7339070,0.018549,0.071511,1.022875,1.025540,4.131048,75.458755
0.7359068,0.019525,0.071755,1.024340,1.027035,4.152232,74.777870
0.7379067,0.018549,0.072487,1.025072,1.027799,4.174763,75.646461
0.7399065,0.017329,0.070535,1.023607,1.026181,4.058689,76.197235
0.7419062,0.016352,0.070047,1.023119,1.025645,4.021607,76.859665
0.7439060,0.013179,0.070047,1.021899,1.024382,3.989831,79.344193
0.7459058,0.011715,0.069803,1.021655,1.024104,3.963040,80.472717
0.7479055,0.011715,0.069558,1.022631,1.025061,3.945807,80.439903
0.7499053,0.009030,0.067606,1.021899,1.024173,3.818545,82.391808
0.7519051,0.007566,0.067118,1.024584,1.026807,3.771592,83.568352
0.7539049,0.006346,0.067606,1.023851,1.026101,3.794367,84.637772
0.7559047,0.004149,0.067118,1.024096,1.026301,3.756818,86.462578
0.7579045,0.002929,0.066386,1.023851,1.026006,3.713411,87.473885
0.7599042,0.001953,0.066386,1.028489,1.030631,3.694698,88.315315
0.7619041,0.002197,0.065653,1.030197,1.032289,3.648515,88.083755
0.7639038,0.003417,0.066142,1.032150,1.034272,3.671412,87.042702
0.7659035,0.002441,0.066630,1.033126,1.035275,3.692524,87.902191
