LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Speed ( m/s),Time since start in ms 
55.855846,37.48426,176.4108,0.0181,5554
55.855846,37.48426,176.4108,0.0181,5564
55.855846,37.48426,176.4108,0.0181,5574
55.855846,37.48426,176.4108,0.0181,5585
55.855846,37.48426,176.4108,0.0181,5594
55.855846,37.48426,176.4108,0.0181,5604
55.855846,37.48426,176.4108,0.0181,5616
55.855846,37.48426,176.3629,0.0123,5624
55.855846,37.48426,176.3629,0.0123,5634
55.855846,37.48426,176.3629,0.0123,5644
55.855846,37.48426,176.3629,0.0123,5655
55.855846,37.48426,176.3629,0.0123,5664
55.855846,37.48426,176.3629,0.0123,5674
55.855846,37.48426,176.3629,0.0123,5684
55.855846,37.48426,176.3629,0.0123,5695
55.855846,37.48426,176.3629,0.0123,5705
55.855846,37.48426,176.3629,0.0123,5715
55.855846,37.48426,176.3629,0.0123,5724
55.855846,37.48426,176.3629,0.0123,5734
55.855846,37.48426,176.3629,0.0123,5744
55.855846,37.48426,176.3629,0.0123,5754
55.855846,37.48426,176.3629,0.0123,5764
55.855846,37.48426,176.3629,0.0123,5774
55.855846,37.48426,176.3629,0.0123,5784
55.855846,37.48426,176.3629,0.0123,5794
55.855846,37.48426,176.3629,0.0123,5804
55.855846,37.48426,176.3629,0.0123,5815
55.855846,37.48426,176.3629,0.0123,5824
55.855846,37.48426,176.3629,0.0123,5834
55.855846,37.48426,176.3629,0.0123,5844
55.855846,37.48426,176.3629,0.0123,5855
55.855846,37.48426,176.3629,0.0123,5865
55.855846,37.48426,176.3629,0.0123,5875
55.855846,37.48426,176.3629,0.0123,5884
55.855846,37.48426,176.3629,0.0123,5895
55.855846,37.48426,176.3629,0.0123,5904
55.855846,37.48426,176.3629,0.0123,5914
55.855846,37.48426,176.3629,0.0123,5924
55.855846,37.48426,176.3629,0.0123,5935
55.855846,37.48426,176.3629,0.0123,5945
55.855846,37.48426,176.3629,0.0123,5955
55.855846,37.48426,176.3629,0.0123,5965
55.855846,37.48426,176.3629,0.0123,5975
55.855846,37.48426,176.3629,0.0123,5985
55.855846,37.48426,176.3629,0.0123,5994
55.855846,37.48426,176.3629,0.0123,6005
55.855846,37.48426,176.3629,0.0123,6014
55.855846,37.48426,176.3629,0.0123,6024
55.855846,37.48426,176.3629,0.0123,6034
